0,122814468,122814472
1,122814468,123152289
2,122814468,122659220
3,1842872326,1842872352
4,1842872326,1842872317
5,122814472,122814468
6,122814472,122935689
7,122814472,122659224
8,1788084236,122648646
9,1788084236,1918477979
10,1788084236,1918477977
11,1788084236,123120142
12,123207702,123207704
13,123207702,122960426
14,123207702,122964398
15,123207704,123207702
16,1842872352,1842872354
17,1842872352,1842872326
18,1842872352,1842872253
19,1842872354,1842872352
20,954728505,122751204
21,954728505,365692580
22,954728505,269392846
23,123207737,1865112495
24,123207737,123233393
25,123207737,26187083
26,123732037,122580377
27,123732039,123484742
28,123732039,122580377
29,123732039,123382749
30,1734869065,123138044
31,1734869065,1717922372
32,1734869065,122641780
33,1734869065,1734869094
34,6127616081,123018725
35,6127616082,123018727
36,1335885913,122764813
37,616300643,122791042
38,616300643,616300654
39,616300643,122791045
40,1734869094,1717922304
41,1734869094,123138041
42,1734869094,1734869065
43,1734869094,122641774
44,1734869097,123330151
45,1734869097,122641768
46,1734869097,122641772
47,1734869097,123138031
48,1734869100,122641730
49,1734869100,122641741
50,1734869100,122702202
51,1734869100,122702210
52,616300654,123126403
53,616300654,616296632
54,122421371,123481270
55,122421371,1966499444
56,122421371,123805630
57,1842086041,1842086059
58,1842086041,1840845450
59,1842086041,1842086049
60,123338912,122742757
61,123338912,122840922
62,123338912,122728852
63,123338912,123371124
64,123338913,123656168
65,123338913,123339073
66,123338913,122572089
67,1842086049,1842086053
68,1842086049,3588409834
69,1842086049,1842086041
70,1842086053,1842086049
71,123338919,123339036
72,123338919,123338921
73,123338919,63051532
74,123338921,123706416
75,123338921,122736832
76,123338921,122845026
77,123338921,123338919
78,1842086059,1842086041
79,123076780,123672756
80,123076780,214470820
81,123076780,122993638
82,123338924,123338926
83,123338924,123209612
84,123338924,1841016353
85,123338926,123112848
86,123338926,123338924
87,123338926,1841016360
88,123338926,122728876
89,123338932,122766195
90,123338932,123284087
91,123338932,122728939
92,123338932,122736969
93,123076790,122993646
94,123076790,123076801
95,123076790,123015380
96,123076790,123275302
97,123338934,123338935
98,123338934,122666531
99,123338934,122728950
100,123338934,122736977
101,123338935,123218856
102,123338935,123338934
103,123338935,122728953
104,123338935,122736979
105,123338937,123338939
106,123338937,123301488
107,123338937,122736991
108,123338939,123338937
109,123338939,122736993
110,123338939,122697132
111,123076801,123076790
112,123076801,1790748065
113,123076801,1790748080
