122814468,34.029596,-118.2915496
1842872326,33.974541,-118.4290464
122814472,34.029569,-118.2959172
1788084236,34.0336024,-118.2625987
123207702,34.2687559,-118.5875771
123207704,34.2689377,-118.5879709
1842872352,33.9748674,-118.4282765
1842872354,33.974929,-118.428114
954728505,34.1395527,-118.3805141
123207737,34.0892251,-118.1634525
123732037,34.245342,-118.3519254
123732039,34.2492822,-118.3519377
1734869065,34.063594,-118.2953941
6127616081,34.2180204,-118.5660758
6127616082,34.2180265,-118.5662466
1335885913,33.98282,-118.4324085
616300643,34.2715777,-118.4558331
1734869094,34.0635984,-118.2941566
1734869097,34.0636974,-118.2899295
1734869100,34.0584767,-118.2724993
616300654,34.2720026,-118.4531064
122421371,34.1076541,-118.3741622
1842086041,34.1221852,-118.1761366
123338912,33.9950456,-118.3160474
123338913,33.9891181,-118.3160558
1842086049,34.1225695,-118.1752701
1842086053,34.1229645,-118.1742507
123338919,34.025547,-118.3155774
123338921,34.0245713,-118.3155995
1842086059,34.1234246,-118.1759908
123076780,34.0209343,-118.2711806
123338924,34.0210019,-118.3155773
123338926,34.0202985,-118.3155869
123338932,33.9700011,-118.3155675
123076790,34.0185803,-118.2657399
123338934,33.9654892,-118.3155825
123338935,33.9645726,-118.3155825
123338937,33.9617899,-118.3155882
123338939,33.960911,-118.3155914
123076801,34.0176922,-118.2637827
123338951,33.9563414,-118.316124
1842086090,34.1247999,-118.1767582
123076815,34.0170774,-118.2618318
123338960,33.9486025,-118.3145059
123338963,33.9480774,-118.315037
123338966,33.9464665,-118.3167536
123732198,34.2969565,-118.5184039
123338989,34.0417331,-118.3154447
123338991,34.0399157,-118.3154357
122814704,34.0932412,-118.2590069
123338993,34.0389634,-118.3155286
266731762,34.2112857,-118.6474836
122814707,34.0971423,-118.2592369
123338996,34.0376026,-118.3155254
122421494,34.1868226,-118.5088448
122814712,34.1001193,-118.2592329
123339003,34.0173844,-118.316086
123339005,34.0155434,-118.3160811
122945795,33.9713557,-118.4091496
1934491909,34.1153422,-118.3145008
122945797,33.9658708,-118.4064165
123339015,34.0364098,-118.315529
123601162,34.1699295,-118.6580079
123207946,34.3240269,-118.4298797
123207954,34.3239233,-118.4284915
366739731,34.1801348,-118.5523701
123207957,34.3239706,-118.4289855
123339033,34.0282572,-118.3151619
123339034,34.0264918,-118.3151594
123339036,34.0255492,-118.315158
123339043,33.9846458,-118.3158303
123339044,33.9818381,-118.3158447
123339047,33.9806199,-118.315851
123339049,33.977809,-118.3158655
123339051,33.9763865,-118.3158746
123339053,33.9761759,-118.3158739
123339055,33.9753823,-118.3158779
123339073,33.9891187,-118.3157094
123339076,33.9873176,-118.3157219
123339077,33.9853274,-118.3157326
366739786,34.1802087,-118.5496255
123339085,33.9563395,-118.3155678
122945878,34.0458197,-118.2131813
122945879,34.0475656,-118.2120541
122945880,34.0484574,-118.2114839
122945884,34.0505539,-118.2101483
3010199904,34.035137,-118.2582737
122814816,34.0624429,-118.2597148
3010199905,34.0412541,-118.2436297
3010199906,34.0444248,-118.240748
122814819,34.0656151,-118.2602532
122814821,34.0672557,-118.2606522
122945890,34.0518833,-118.2093488
122945891,34.05231,-118.2090733
122945892,34.0524982,-118.2089555
122814825,34.069084,-118.2610912
122945894,34.0530829,-118.208572
122945896,34.0534675,-118.2083335
493879662,34.0829168,-118.2241943
3010199925,34.0573345,-118.2039446
122814838,34.0743751,-118.2616926
123601272,34.2024392,-118.4586023
123208057,34.1642363,-118.6257734
122814842,34.0753176,-118.2616182
122814858,34.0868769,-118.2597537
122814860,34.0878727,-118.2595463
123732386,34.1151238,-118.3007703
123732411,34.1915129,-118.6146431
122814916,34.1081692,-118.275808
123732423,34.2155205,-118.6147214
1835663816,34.1012026,-118.3450982
635568587,34.1159449,-118.2890569
1835663820,34.1016103,-118.3467776
